Program,Calendar_Year,Requirement,Required_Total,Rule,Bucket,Course_Code,Course_Title,Helps_Fulfill_Option
Nanotechnology Engineering,2020-2021 (offerings vary),Technical Electives,8,"Eight TEs chosen from NE-published lists (nanomaterials, nano‑electronics, nanobiosystems, instrumentation). Exact offerings vary by term/year.",Technical Electives (examples; verify current list),NE 481,Nanomedicine and Nanobiotechnology,Nanobio
Nanotechnology Engineering,2020-2021 (offerings vary),Technical Electives,8,"Eight TEs chosen from NE-published lists (nanomaterials, nano‑electronics, nanobiosystems, instrumentation). Exact offerings vary by term/year.",Technical Electives (examples; verify current list),NE 486,Biosensors,Nanobio
Nanotechnology Engineering,2020-2021 (offerings vary),Technical Electives,8,"Eight TEs chosen from NE-published lists (nanomaterials, nano‑electronics, nanobiosystems, instrumentation). Exact offerings vary by term/year.",Technical Electives (examples; verify current list),NE 487,Microfluidic and Nanobiotechnological Systems,Nanobio
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,CS ATE List,CS 454,Distributed Systems,CS ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,CS ATE List,CS 457,System Performance Evaluation,CS ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,CS ATE List,CS 458,Computer Security and Privacy,CS ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,CS ATE List,CS 462,Formal Languages and Parsing,CS ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,CS ATE List,CS 466,Algorithm Design and Analysis,CS ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,CS ATE List,CS 480,Introduction to Machine Learning,CS ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,CS ATE List,CS 484,Computational Vision,CS ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,CS ATE List,CS 485,Statistical and Computational Foundations of Machine Learning,CS ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,CS ATE List,CS 486,Introduction to Artificial Intelligence,CS ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,CS ATE List,CS 487,Introduction to Symbolic Computation,CS ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,CS ATE List,CS 488,Introduction to Computer Graphics,CS ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,ECE ATE List,ECE 409,Cryptography and System Security,ECE ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,ECE ATE List,ECE 416,Advanced Topics in Networking,ECE ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,ECE ATE List,ECE 417,Image Processing,ECE ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,ECE ATE List,ECE 418,Communications Networks,ECE ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,ECE ATE List,ECE 423,Embedded Computer Systems,ECE ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,ECE ATE List,ECE 429,Computer Architecture,ECE ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,ECE ATE List,ECE 454,Distributed Computing,ECE ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,ECE ATE List,ECE 455,Embedded Software,ECE ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,ECE ATE List,ECE 457A,Co-operative and Adaptive Algorithms,ECE ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,ECE ATE List,ECE 457B,Fundamentals of Computational Intelligence,ECE ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,ECE ATE List,ECE 458,Computer Security,ECE ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,ECE ATE List,ECE 459,Programming for Performance,ECE ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,ECE ATE List,ECE 481,Digital Control Systems,ECE ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,ECE ATE List,ECE 486,Robot Dynamics and Control,ECE ATE List
Software Engineering,2023-2024,Technical Electives,3,Three Advanced Technical Electives (ATEs): at least one from CS list and one from ECE list; the third from CS/ECE/extended list.,ECE ATE List,ECE 488,Multivariable Control Systems,ECE ATE List
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Human Systems Engineering,SYDE 542,Interface Design,Human Systems Engineering
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Human Systems Engineering,SYDE 543,Cognitive Ergonomics,Human Systems Engineering
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Human Systems Engineering,SYDE 544,Biomedical Measurement and Signal Processing,Human Systems Engineering
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Human Systems Engineering,SYDE 548,User Centred Design Methods,Human Systems Engineering
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Human Systems Engineering,SYDE 575,Image Processing,Human Systems Engineering
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Human Systems Engineering,SYDE 584,Physiological Systems and Biomedical Design,Human Systems Engineering
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Intelligent Systems,SYDE 322,Software Design,Intelligent Systems
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Intelligent Systems,SYDE 531,Design Optimization Under Probabilistic Uncertainty,Intelligent Systems
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Intelligent Systems,SYDE 544,Biomedical Measurement and Signal Processing,Intelligent Systems
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Intelligent Systems,SYDE 552,Computational Neuroscience,Intelligent Systems
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Intelligent Systems,SYDE 572,Introduction to Pattern Recognition,Intelligent Systems
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Societal and Environmental Systems,SYDE 334,Applied Statistics,Societal and Environmental Systems
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Societal and Environmental Systems,SYDE 531,Design Optimization Under Probabilistic Uncertainty,Societal and Environmental Systems
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Societal and Environmental Systems,SYDE 532,Introduction to Complex Systems,Societal and Environmental Systems
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Societal and Environmental Systems,SYDE 533,Conflict Resolution,Societal and Environmental Systems
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Societal and Environmental Systems,SYDE 572,Introduction to Pattern Recognition,Societal and Environmental Systems
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Societal and Environmental Systems,SYDE 575,Image Processing,Societal and Environmental Systems
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Systems Modelling and Analysis,SYDE 531,Design Optimization Under Probabilistic Uncertainty,Systems Modelling and Analysis
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Systems Modelling and Analysis,SYDE 572,Introduction to Pattern Recognition,Systems Modelling and Analysis
Systems Design Engineering,2023-2024,Technical Electives,4,Choose from SYDE technical elective packages (not mandatory) or mix courses.,Systems Modelling and Analysis,SYDE 575,Image Processing,Systems Modelling and Analysis
